Time (s),Light Sensor,Pressure Sensor,IMU Sensor,Event Detected
0.0,50.993428306022466,68.58462925794959,116.07336208104485,0
0.10101010101010101,50.98939593339512,70.62925740106589,116.62074275696561,0
0.20202020202020202,53.806856948012175,71.71027695398311,118.00321656009011,0
0.30303030303030304,56.76268426941933,72.16226237605159,117.60994131392131,0
0.40404040404040403,54.39366061155802,73.58261663244815,109.89130789722718,0
0.5050505050505051,55.46080537664805,74.76037952097889,110.6714151061328,0
0.6060606060606061,60.0592157458359,76.6606971084309,114.37979489584764,0
0.7070707070707071,59.29633410122339,75.15438149863249,113.6204117157025,0
0.8080808080808081,57.55830552762524,75.22060273077601,112.76933496540696,0
0.9090909090909091,60.18144004071711,74.65055817780718,121.83532019648183,0
1.0101010101010102,58.622187028815816,72.3575020336244,110.9583067859441,0
1.1111111111111112,58.91661802298157,73.61035433241604,111.54489087852818,0
1.2121212121212122,60.47259793496215,72.89552952925487,109.82590450985725,1
1.3131313131313131,56.14198727020383,74.37054974755216,107.68657136052637,0
1.4141414141414141,56.338188797121724,70.70191029187397,103.50799789600308,0
1.5151515151515151,58.32543312866474,70.14290767484327,105.41553429785142,0
1.6161616161616161,56.93427550224451,68.76081120233383,99.47918888354582,0
1.7171717171717171,58.95419321153826,66.63471384481376,99.73147918579895,0
1.8181818181818181,55.741447592500165,68.052027883412,97.62648444418505,0
1.9191919191919191,53.84308260249234,66.9047663446272,97.97637402789798,0
2.0202020202020203,58.60189617647081,66.35903432133244,103.34154519968774,0
2.121212121212121,54.13071261630103,64.27140175240555,89.49218497246343,0
2.2222222222222223,53.555257842632535,66.41125351957976,95.88947402416436,0
2.323232323232323,49.353608955438496,63.65684531590839,87.77993821539219,0
2.4242424242424243,49.86179498399146,65.91611779247474,90.05032338098486,0
2.525252525252525,49.904565844439055,67.99854363680494,93.65110784208473,0
2.6262626262626263,46.1179988854219,65.48329162125418,89.57422436665391,0
2.727272727272727,47.934070468277056,66.73049818311924,85.23250778612166,0
2.8282828282828283,44.78941726609625,68.33994806257674,85.4989401507726,0
2.929292929292929,44.27983858467938,68.75878501175619,88.9642484667167,0
3.0303030303030303,42.614996913335155,68.7664561672167,84.12236372652079,0
3.131313131313131,46.57761465522925,71.42640150062866,86.46327962664503,0
3.2323232323232323,42.01538714521581,71.27570925272154,85.56759522000532,0
3.3333333333333335,39.22432410424381,73.68753047906787,83.21273656380562,0
3.4343434343434343,42.421546883160566,73.02713302702665,91.45787314124864,0
3.5353535353535355,37.91989111445854,76.05313834634967,86.90930893120625,0
3.6363636363636362,40.51951277120018,74.07580454928147,79.03679470266175,0
3.7373737373737375,36.081918475501695,74.67619032224425,85.89855576717866,0
3.8383838383838382,37.4052432575906,75.72809664602481,83.70123903992179,0
3.9393939393939394,40.67560678850283,73.38090715408896,88.7088854417154,0
4.040404040404041,42.135454557339756,74.330789763651,84.35277185266563,0
4.141414141414141,41.52820292790412,74.71906809729025,87.0738807112112,0
4.242424242424242,41.62294391472016,70.9609037233058,89.72416541579955,0
4.343434343434343,42.05187552224608,71.79496095642527,91.69444145943899,0
4.444444444444445,40.61507992239975,70.84034736487459,86.47382321487979,0
4.545454545454545,43.15390340865461,70.30654265525641,90.130279304547,0
4.646464646464646,44.78077333718871,67.25321649373407,90.84085164366172,0
4.747474747474747,48.99390999545296,66.20247975245947,91.50114009077187,0
4.848484848484849,48.794724135532825,67.18809656303544,100.00664609305983,0
4.94949494949495,45.83968049270889,66.25501068739858,97.21783792753234,0
5.05050505050505,51.28240713535523,65.6806169380409,93.54568569555724,0
5.151515151515151,51.12234788277146,65.45243597842308,101.42931527290561,0
5.252525252525253,51.76649045637295,64.32004520879565,106.40046848241742,0
5.353535353535354,55.52130169857345,65.34934702604363,104.48938683116981,0
5.454545454545454,57.46840721954786,65.74491249652608,98.18043741472837,0
5.555555555555555,58.29043633509778,65.27503261819841,102.6099048035463,0
5.656565656565657,55.66748204013005,68.57153139834811,109.15402677143794,0
5.757575757575758,57.527334768800934,68.04284924040944,104.47699512170996,0
5.858585858585858,59.47706049728294,67.34936707240831,109.12395444530657,0
5.959595959595959,61.292568856895784,70.23394828012788,111.2448773507926,0
6.0606060606060606,58.75976720754484,69.65828059764142,107.19537898997112,0
6.161616161616162,59.56706669128491,72.44739139505363,110.77083754266296,0
6.262626262626262,57.7860713287267,73.77221568836407,102.10890781351675,0
6.363636363636363,57.505801170647985,72.62971273905885,109.54564006846483,0
6.4646464646464645,61.26347323038782,75.09669691447277,112.5435310534617,0
6.565656565656566,61.93602299818746,75.04472733254242,110.13105180290792,0
6.666666666666667,58.516233794683714,75.74609892505553,119.23082599858702,0
6.767676767676767,59.96468420109238,76.89336677770157,110.38461143854337,0
6.8686868686868685,57.8502137638839,74.60092912446517,113.57579346376248,0
6.96969696969697,54.89135035299581,73.72623270709919,115.38667329989958,0
7.070707070707071,55.859565126750894,73.02434931856789,119.29362001427663,0
7.171717171717171,57.08537848699809,72.35743357404645,110.51458871333433,0
7.2727272727272725,52.74567349019441,72.21403089922295,118.04228059007585,0
7.373737373737374,54.70930127136152,71.6480143166674,114.19455477470662,0
7.474747474747475,45.0777891268012,70.54101135797268,110.71404299151946,0
7.575757575757575,50.69324457570862,70.03717626916928,114.42739063221205,0
7.6767676767676765,47.97098880861094,68.20389289284408,112.91364100446366,0
7.777777777777778,45.981783865811586,68.70598918680328,109.69001601530829,0
7.878787878787879,45.6012563357969,66.17187230986774,110.77988437492488,0
7.979797979797979,40.35426353217052,68.49966348563143,108.40751468955655,0
8.080808080808081,42.89296621916205,65.93631442625528,108.81842322879962,0
8.181818181818182,43.156729399480916,64.19373523417906,109.30903511428737,0
8.282828282828282,44.63008954313532,63.94092110773971,110.86531156203188,0
8.383838383838384,40.00352182053935,65.67762443608089,101.1282628562233,0
8.484848484848484,38.93300460706695,65.36927039743624,109.93548415661022,0
8.585858585858587,39.20846145068314,66.9008298905109,96.34574471032472,0
